ID,Ազգանուն Անուն Հայրանուն,Սեռ,Մարզ,Մարզադպրոցի անվանում,Մարզիչ,,rating_standard_2017,rating_standard_2018,rating_standard_2019,rating_standard_2020,rating_standard_2021,rating_standard_2022
1009246,Կիրակոսյան Ֆլորա Վարուժանի,իգ,Երևան,Անհատական,Անհատական,1981,1852,1432,1860,1959,1960,1540
1014273,Կլեկչյան Արթուր Ալեքսանի,ար,Երևան,Մալաթիա,Սարգիս Մ.,1734,1975,1956,1766,1908,1143,1442
1009247,Կլեկչյան Հովիկ Վիկտորի,ար,Տավուշ,Իջևանի շ/դ - ՀՇԱ,Գևորգյան Արթ.,1900,1782,2009,1668,1845,1334,1549
1009248,Կլեկչյան Սուրեն Գևորգի,ար,Երևան,Կենտրոն,Քարհանյան Ա.,1900,1843,1664,1612,1963,1450,1610
1009249,Կլեկչյան Վասիլ Վիկտորի,ար,Տավուշ,Իջևանի շ/դ - ՀՇԱ,Գևորգյան Արթ.,1806,1922,1853,1281,1888,1263,1354
1014274,Կճոյան Նշան Ռուբենի,ար,Երևան,Տ. Պետրոսյան,Սանթրյան Ա.,1376,1638,1897,1666,1888,1611,1414
1009250,Կյուրեղյան Արևհատ Հմայակի,իգ,Կոտայք,Եղվարդի ՄՊՄԴ,Տիգրանյան Տ.,1525,1799,1853,1965,2025,1326,1768
1009251,Կյուրեղյան Գայանե Արմենի,իգ,Լոռի,Վանաձորի շ/դ,Ղամբարյան Հ.,1850,1904,1952,2000,2281,1537,1584
1009252,Կյուրեղյան Մերի Արթուրի,իգ,Երևան,Անհատական,Անհատական,1599,1697,1794,1604,2217,1445,1620
1009253,Կյուրեղյան Մկրտիչ Հմայակի,ար,Կոտայք,Եղվարդի ՄՊՄԴ,Տիգրանյան Տ.,2081,1839,2093,1494,1904,1960,1685
1009254,Կնյազյան Արամ Ավետիքի,ար,Երևան,Անհատական,Անհատական,2099,1647,1842,1609,2047,1536,1618
1009255,Կնյազյան Հենրիկ Արտակի,ար,Երևան,Անհատական,Անհատական,1599,1807,1835,1710,1883,1686,1682
1009256,Կնյազյան Հենրիկ Վլադիմիրի,ար,Երևան,Անհատական,Անհատական,1389,1739,1841,1856,1478,1733,1405
1009257,Կնյազյան Մանե Թևոսի,իգ,Արմավիր,Արմավիրի շ/դ,Մեսրոպյան Խ.,1389,1609,1841,1529,1735,1657,1755
1014275,Կնյազյան Միքայել Արամի,ար,Երևան,Տ. Պետրոսյան,Հակոբյան Ե.,1585,2034,1921,1614,1691,1540,1865
1009258,Կոբալյան Դավիթ Սուրենի,ար,Երևան,Արաբկիր,Վուվունիկյան Կ.,1572,1866,2165,1502,1852,1442,
1005437,Կոբակ Պոլինա Վալերիի,իգ,Երևան,Անհատական,Անհատական,1519,1823,1877,1502,1681,1549,
1009259,Կոբելյան Սուրեն Հայկի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Գրիգորյան Ան.,1759,1537,1770,1391,1893,1610,1762
1009260,Կոդաբաշյան Տիգրան Արայի,ար,Երևան,Անհատական,Անհատական,1918,1648,2199,1668,1567,1354,1718
1009261,Կոլյան Դոնարա Արտակի,իգ,Երևան,Անհատական,Անհատական,0,1756,1981,1668,2089,1414,1257
1009262,Կոնջարով Արսեն Արմենի,ար,Երևան,Զեյթուն,Հակոբյան Հ. Վ-ի,1852,1712,1911,1573,1882,1768,1476
1009263,Կոնջարով Գագիկ Սեյրանի,ար,Երևան,Զեյթուն,Պլուզյան Ա.,1795,1510,1815,1204,1949,1584,1265
1009264,Կոնջորյան Հայկ Կարենի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Խոջայան Վ.,1864,1785,1893,1645,1540,1611,1717
1009265,Կոնջորյան Հրանտ Արմենի,ար,Կոտայք,Չարենցավանի շ/դ - ՀՇԱ,Թավաքալյան Ազ.,1705,1687,1941,1632,1741,1685,
1009266,Կոնջորյան Սլավա Արայիկի,ար,Տավուշ,Իջևանի շ/դ - ՀՇԱ,Գևորգյան Արթ.,1557,1867,1744,1653,1820,1618,1692
1009267,Կոշկակարյան Կարապետ Աբրահամի,ար,Կոտայք,Աբովյանի շ/դ,Սիմոնյան Ար.,1496,1472,2022,1851,1690,1723,1644
1009268,Կոջոյան Էվրիկ Էդգարի,ար,Երևան,Անհատական,Անհատական,1695,1958,1863,1770,1984,1405,1429
1009269,Կոստանդյան Ալեքս Հայկի,ար,Կոտայք,Աբովյանի շ/դ,Մարգարյան Լ.,1278,2040,1788,1430,1848,1742,1790
1009270,Կոստանդյան Ալեքս Վարդանի,ար,Երևան,Անհատական,Անհատական,1841,1985,1827,1165,1962,1829,
1009271,Կոստանդյան Գագիկ Գոռի,ար,Երևան,Անհատական,Անհատական,1850,1839,2008,1988,2046,2050,1577
1009272,Կոստանդյան Ինեսա Արմանի,իգ,Երևան,Անհատական,Անհատական,1272,1705,1965,1541,2163,2156,1247
1009273,Կոստանդյան Հայկ Տիգրանի,ար,Երևան,Անհատական,Կարինե Գ.,2029,1740,1841,1486,2154,1748,1383
1009274,Կոստանդյան Սարգիս Արսենի,ար,Լոռի,Ալավերդիի շ/դ - ՀՇԱ,Ներսիսյան Գ.,1283,1806,2013,1262,1977,1710,1096
1009275,Կոստանդյան Տիգրան Արմանի,ար,Սյունիք,Քաջարանի շ/դ - ՀՇԱ,Գրիգորյան Արտ.,1940,1520,1674,1770,1904,1204,1825
1009276,Կոստանյան Անի Արսենի,իգ,Արմավիր,Արմավիրի շ/դ,Ծ.Հարությունյան,1279,1519,1904,1653,1961,1476,1583
1009277,Կոստանյան Աշոտ Գեղամի,ար,Երևան,Անհատական,Անհատական,1898,1892,1718,1863,1959,1265,1360
1009278,Կոստանյան Արթուր Վահանի,ար,Երևան,Անհատական,Անհատական,1545,1671,1860,175,1643,1717,1043
1009279,Կոստանյան Դանիել Արմենի,ար,Երևան,Շիրակացի,Փիլոսյան Ն.,1713,1930,2075,1999,2001,2002,1529
1009280,Կոստանյան Դավիթ Տիգրանի,ար,Երևան,Անհատական,Անհատական,1226,1449,1802,1928,1820,1692,1518
1009281,Կոստանյան Էդուարդ Կարենի,ար,Երևան,Արաբկիր,Վուվունիկյան Կ.,1225,1745,2069,2000,1243,1644,1551
1004979,Կոստանյան Կոնստանտին Արտավազդի,ար,Երևան,Անհատական,Անհատական,1305,1731,1772,1951,2115,1429,1642
1009282,Կոստանյան Միասնիկ Աշոտի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Պետրոսյան Արմ.,1411,1727,2008,1524,2045,1790,1412
1009283,Կոստանյան Նորայր Արթուրի,ար,Երևան,Անհատական,Անհատական,1905,1832,1940,1362,1801,1950,1552
1009284,Կոստանյան Սարգիս Կարենի,ար,Երևան,Դավթաշեն,Դանիելյան Տ.,1575,1632,1818,1492,1659,1577,1478
1009285,Կուդոյան Ռաֆայել Միքայելի,ար,Երևան,Տ. Պետրոսյան,Խալաֆյան Է.,1779,1751,1890,1789,1950,1247,1679
1004806,Կուդրյաշև Էդգար Ալեքսանդրի,ար,Երևան,Բարձրագույն վ/մդ,Մելքոնյան Վ.,1496,1591,1919,1534,1799,1381,1462
1009286,Կուդրյաշևա Տատյանա Ալեքսանդրի,իգ,Երևան,Մալաթիա,Ստեփանյան Գ.,1753,1785,1908,1409,1862,1096,1400
1014276,Կուզմինով Լուկա Սերգեյի,ար,Երևան,Տ. Պետրոսյան,Սևակ Բ.,1922,1819,1826,1351,2097,1802,1791
1009287,Կուզյաև Ռուսլան Եվգենևիչ,ար,Արարատ,Շառլ Ազնավուր,Նագդալյան Բ.,1381,1757,1841,1458,2096,1583,1608
1009288,Կուլիկյան Դավիթ Արմենի,ար,Երևան,Անհատական,Անհատական,1752,1891,1944,1869,1571,1360,1826
1009289,Կույումջյան Արսեն Լյուդվիգի,ար,Արագածոտն,Աշտարակի շ/դ - ՀՇԱ,Մարկարյան Է.,1711,1973,1697,1537,2003,1043,1518
1009290,Կույումջյան Դավիթ Արմանի,ար,Երևան,Զեյթուն,Պլուզյան Ա.,1590,1392,1727,1729,1730,1529,1501
1009291,Կույումջյան Մհեր Արմանի,ար,Երևան,Զեյթուն,Պլուզյան Ա.,1653,1658,2009,1425,1968,1296,1664
1009292,Կուջոյան Մանվել Կարենի,ար,Երևան,Անհատական,Քեհեյան Ա.,1602,1523,1824,1860,1820,1551,1734
1009293,Կուռոյան Հովհաննես Հայկի,ար,Գեղարքունիք,Գավառի ուս/կ,Բալագոզյան Ս.,1808,1763,1812,1289,2055,1642,1972
1014277,Կուտոյան Կարեն Գեորգիի,ար,Երևան,Անհատական,Անհատական,1576,1550,1955,1509,1764,1412,1908
1009294,Կուրեղյան Արման Վիգենի,ար,Արմավիր,«Անհատական»,«Անհատական»,1638,1665,1852,1596,2454,1552,1875
1004537,Կուրղինյան Ավետիք Գևորգի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Տիրատուրյան Ս.,1396,1830,1902,1381,1761,1478,1963
1005128,Կուրղինյան Գագիկ Արմենի,ար,Երևան,«Վերածնվող Միտք»,Նադանյան Ա.,1396,1863,1930,1706,1701,1679,1888
1009295,Կուրղինյան Գոռ Բաբկենի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Մելքոնյան Սուս.,1396,1901,1852,1927,1673,1434,
1009296,Կուրղինյան Էրիկ Արթուրի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Գրիգորյան Ան.,1396,1734,1899,1799,2057,1400,2025
1009297,Կուրղինյան Սերո Վարդանի,ար,Երևան,Անհատական,Անհատական,1526,1935,1818,1487,1929,1799,2282
1009298,Կուրղինյան Տիգրան Բաբկենի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Մելքոնյան Սուս.,1733,1900,1967,1346,2101,1608,2217
1009299,Կռնչոյան Արամ Վիգենի,ար,Երևան,Աջափնյակ,Պողոսյան Կ.,1335,1776,1850,1130,1822,1826,1904
1009300,Կռոյան Սարո Կարենի,ար,Գեղարքունիք,Սարուխանի շ/դ - ՀՇԱ,Թորոյան Գ.,1643,1684,1906,1980,1887,1518,2047
1009301,Կռոյան Վլադիմիր Միքայելի,ար,Լոռի,Վանաձորի շ/դ,Խառատյան Ռ.,1077,1688,1944,1832,1780,1425,1862
1009302,Կրբեկյան Գևորգ Վահագնի,ար,Երևան,Արաբկիր,Արմինե Ա.,1213,1720,1886,1764,1973,1664,1382
1009303,Կրկյաշարյան Մարիա Միսակի,իգ,Երևան,Մալաթիա,Սարգիս Մ.,1359,1862,1776,1368,1961,1796,1735
1004961,Կրկյաշարյան Սոնա Միսակի,իգ,Երևան,Բարձրագույն վ/մդ,Մելքոնյան Վ.,1697,1793,1920,1576,1669,1972,1649
1004831,Կրմենյան Գևորգ Արտակի,ար,Արարատ,Մասիսի շ/դ - ՀՇԱ,Մարտիրոսյան Միք.,1797,1728,1917,1700,1960,1908,1852
1009304,Կրպեյան Առնո Հարությունի,ար,Երևան,Էրեբունի,Նազարյան Ա.,1782,1474,1777,1488,1895,1875,
1009305,Կրտյան Սերյոժա Արթուրի,ար,Երևան,Նոր Նորք,Խոջայան Վ.,1570,1703,1563,1691,1813,1963,1668
1009306,Կրտյան Տիգրան Արթուրի,ար,Երևան,Նոր Նորք,Խոջայան Վ.,1760,1573,1793,1579,1945,1888,1893
1009307,Հաբարձումյան Արտուշ Վարդանի,ար,Երևան,Անհատական,Անհատական,1833,1670,2211,1851,1768,1512,1567
1009308,Հազարապետյան Դավիթ Արտակի,ար,Երևան,Դավթաշեն,Բոյաջյան Հ.,1744,1881,1779,1547,1829,2025,2080
1009309,Հազեյան Արթուր Հեսաբի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,1945,1721,1586,1541,1866,2295,1882
1009310,Հազեյան Լուսինե Հեսաբի,իգ,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,1730,1696,1897,1601,1894,2217,1887
1009311,Հազրոյան Անի Արմանի,իգ,Արմավիր,Արմավիրի շ/դ,Ս.Հովհաննիսյան,2262,1776,1715,1607,1986,1904,1540
1009312,Հալևորյան Արեն Արթուրի,ար,Լոռի,Վանաձորի շ/դ,Ներսիսյան Գ.,2123,1885,1852,1850,1844,2047,1741
1014278,Հախյան Սյունե Սասունի,իգ,Սյունիք,«Դ. Համբարձումյան»,Ալթունյան Կ.,1939,1526,2059,2069,2076,1872,1805
1009313,Հախվերդյան Ալեքս Ալբերտի,ար,Երևան,Ակադեմիա,Մարկարյան Է.,1855,1635,1755,1786,1796,1382,1667
1009314,Հախվերդյան Դավիթ Անդրանիկի,ար,Երևան,Անհատական,Անհատական,1931,1865,1955,1819,2064,1735,1984
1009315,Հակեյան Մադլենա Կարենի,իգ,Երևան,Անհատական,Անհատական,1714,1853,1847,1837,2178,1660,1848
1009316,Հակոբյան Ալբերտ Արեգի,ար,Երևան,«64» շախմ. դպ.,Հովյան Ն.,1667,1512,2148,1456,1902,1852,1924
1009317,Հակոբյան Ալբերտ Էդգարի,ար,Երևան,Անհատական,Անհատական,1610,1671,1983,2000,2312,2150,2046
1009318,Հակոբյան Ալբերտ Շահենի,ար,Երևան,Անհատական,Անհատական,2076,1791,1890,1850,1717,1673,2163
1009319,Հակոբյան Ալեն Անանիկի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Խոջայան Վ.,1909,1719,1994,1856,1560,1893,2097
1009320,Հակոբյան Ալեն Համլետի,ար,Արմավիր,«Անհատական»,«Անհատական»,2001,1975,1895,1750,1604,1567,1977
1009321,Հակոբյան Ալեն Վալերիկի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Պետրոսյան Ռ.,1864,1735,2003,1592,1585,2089,1904
1009322,Հակոբյան Ալեքս Արմենի,ար,Երևան,Նուբարաշեն,Տիգրանյան Ս.,2028,1733,1896,1925,1209,1882,1961
1009323,Հակոբյան Ալեքս Արտյոմի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1584,1440,2074,1470,1456,1885,1959
1009324,Հակոբյան Ալեքսանդր Արմանի,ար,Կոտայք,Աբովյանի շ/դ,Քալաշյան Վ.,1891,1796,1859,1780,1459,1540,1632
1009325,Հակոբյան Ալեքսանդր Հովհաննեսի,ար,Արմավիր,Արմավիրի շ/դ,Ծ.Հարությունյան,2103,1775,1931,1567,1736,1741,1981
1005520,Հակոբյան Ալեքսանդր Միքայելի,ար,Երևան,ՆՀՏ,Անահիտ Գ.,1952,1569,1591,1208,1452,1805,1820
1009326,Հակոբյան Ալինա Արմենի,իգ,Երևան,Տ. Պետրոսյան,Սահակ Մ.,1617,1751,1874,1686,1680,1667,1211
1009327,Հակոբյան Ալլա Կարենի,իգ,Արարատ,Արտաշատի շ/դ - ՀՇԱ,Նագդալյան Բ.,1937,1606,2016,2018,1719,1984,2115
1009328,Հակոբյան Ալլա Նշանի,իգ,Արարատ,«Անհատական»,Բաբլոյան Մ.,1755,1711,1963,1669,1266,1848,2045
1004331,Հակոբյան Ալլեն Արմենի,ար,Երևան,Տ. Պետրոսյան,Խալաֆյան Է.,2047,1790,1994,1856,1600,1924,1659
1009329,Հակոբյան Անահիտ Էդգարի,իգ,Երևան,Անհատական,Անհատական,1922,2092,1810,1703,1190,2046,1893
1009330,Հակոբյան Անահիտ Հարութի,իգ,Երևան,Էրեբունի,Քարհանյան Ա.,1834,1944,2117,2000,1681,2163,1799
1009331,Հակոբյան Անդրանիկ Արթուրի,ար,Երևան,Անհատական,Անհատական,1760,1715,1928,1576,1304,2154,1863
1009332,Հակոբյան Անդրանիկ Արտակի,ար,Արագածոտն,Ավան,Հունանյան Դ.,1922,2036,1896,1600,1766,1977,2097
1009333,Հակոբյան Անժելիկա Արմենի,իգ,Կոտայք,Աբովյանի շ/դ,Սիմոնյան Ար.,1949,1730,2053,1188,1042,1904,2064
1009334,Հակոբյան Անրի Արթուրի,ար,Երևան,Ավան,Ղուկասյան Հ.,1947,1488,2003,1752,1297,1961,1548
1009335,Հակոբյան Աշխեն Էդուարդի,իգ,Երևան,Ռ. Վահանյան,Վահրամ Մ.,1685,1828,2048,1996,1856,1959,2003
1014279,Հակոբյան Աշոտ Գևորգի,ար,Երևան,Տ. Պետրոսյան,Հակոբյան Ե.,1998,1717,1869,1752,1466,1662,1726
1009336,Հակոբյան Աշոտ Խաչիկի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Վարդանյան Ջ.,1648,1800,2097,1681,1427,1981,1978
1009337,Հակոբյան Աշոտ Վահագնի,ար,Երևան,Զեյթուն,Նիազյան Ս.,1764,1799,2074,1632,1775,1820,1806
1009338,Հակոբյան Ասատուր Արայի,ար,Երևան,Անհատական,Անհատական,1728,1650,1959,1787,1098,1211,2055
1009339,Հակոբյան Ավետ Կարենի,ար,Երևան,Դավթաշեն,Բաբումյան Տ.,1811,1663,1592,1635,1334,2115,1764
1009340,Հակոբյան Ավետ Հարությունի,ար,Արարատ,Շառլ Ազնավուր,Նագդալյան Բ.,1863,1642,1876,1520,1373,2045,2447
1009341,Հակոբյան Արա Արթուրի,ար,Երևան,Անհատական,Նվեր Ս.,1976,1971,1673,1737,1677,1801,1556
1009342,Հակոբյան Արամ Արտակի,ար,Արմավիր,Էջմիածնի շ/դ - ՀՇԱ,Հ.Հովհաննիսյան,1881,1769,1961,1492,1845,1659,1701
1009343,Հակոբյան Արամ Հայկի,ար,Երևան,Դավթաշեն,Դանիելյան Տ.,1715,1982,1688,1452,1237,1922,1673
1009344,Հակոբյան Արամ Հայկի,ար,Երևան,Անհատական,Անհատական,1890,1717,1896,1733,1814,1799,2057
1009345,Հակոբյան Արայիկ Արամի,ար,Երևան,Անհատական,Անհատական,1587,1617,2029,1595,1913,1863,1929
1009346,Հակոբյան Արեգ Աշոտի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Պետրոսյան Արմ.,1662,1775,1817,1389,1590,2097,2101
1009347,Հակոբյան Արեգ Գոռի,ար,Երևան,Տ. Պետրոսյան,Սահակ Մ.,1883,1733,1958,1673,1525,2064,1840
1009348,Հակոբյան Արեգ Հայկի,ար,Երևան,Զեյթուն,Նիազյան Ս.,1937,1264,2090,1715,1245,1548,1887
1009349,Հակոբյան Արեն Արմենի,ար,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Խոջայան Վ.,1879,1857,1901,1715,1517,2003,1780
1009350,Հակոբյան Արեն Արտակի,ար,Երևան,Ռ. Վահանյան,Սահակ Մ.,1910,1490,1749,1715,1400,1726,1973
1014280,Հակոբյան Արեն Կարապետի,ար,Երևան,Մալաթիա,Ստեփանյան Գ.,1535,1629,1912,1715,1157,1983,1961
1009351,Հակոբյան Արթուր Ալիկի,ար,Երևան,Անհատական,Անհատական,1920,1771,2135,1715,1712,1806,1669
1009352,Հակոբյան Արթուր Արմենի,ար,Գեղարքունիք,Վարդենիկի շ/դ,Արզումանյան Ս.,2198,1509,1989,1715,1601,2055,1960
1009353,Հակոբյան Արթուր Հարությունի,ար,Երևան,Անհատական,Անհատական,1878,1654,2024,1734,1143,1764,1895
1009354,Հակոբյան Արթուր Մանվելի,ար,Երևան,Դավթաշեն,Բոյաջյան Հ.,1865,1804,2125,1734,1515,2452,1813
1009355,Հակոբյան Արիաննա Արայի,իգ,Երևան,Ակադեմիա,Գևորգ Մ.,1970,1888,1941,1734,1406,1585,1937
1009356,Հակոբյան Արման Աշոտի,ար,Արմավիր,Մեծամորի շ/դ - ՀՇԱ,Սասունյան Կ.,1558,1835,1941,1734,1379,1701,1783
1009357,Հակոբյան Արման Գրիգորի,ար,Երևան,Էրեբունի,Մանուկյան Է.,1930,1700,1768,1242,1531,1673,1829
1009358,Հակոբյան Արմեն Գառնիկի,ար,Լոռի,Վանաձորի շ/դ,Հովհաննիսյան Վ.,1854,2035,2365,1683,1728,2057,1857
1009359,Հակոբյան Արմեն Մարտինի,ար,Արարատ,«Անհատական»,«Անհատական»,1945,1660,1965,1900,1848,1929,1894
1009360,Հակոբյան Արսենի Ալիկի,ար,Երևան,Անհատական,Անհատական,1808,1575,1931,2020,1545,2101,1986
1009361,Հակոբյան Արտավազդ Գարիկի,ար,Երևան,Անհատական,Անհատական,2218,1759,1929,2519,1837,1833,1844
1009362,Հակոբյան Արտյոմ Խաչիկի,ար,Արարատ,Վեդիի շ/դ - ՀՇԱ,Գաբրիելյան Ե.,1843,1911,1860,2402,1481,1887,2076
1009363,Հակոբյան Արտյոմ Նարեկի,ար,Երևան,Աջափնյակ,Սամվել Մ.,1702,1850,1628,2314,1427,1780,1796
1009364,Հակոբյան Արտյոմ Տաճատի,ար,Կոտայք,Բյուրեղավանի շ/դ - ՀՇԱ,Մարգարյան Լ.,1827,1805,1669,2415,1501,1973,2010
1009365,Հակոբյան Արտուշ Սոսի,ար,Արագածոտն,Արագածավանի շ/դ,Խոջոյան Կ.,1461,1918,1457,2314,2072,1961,2130
1009366,Հակոբյան Բաբիկ Սեյրանի,ար,Արարատ,Արարատի շ/դ - ՀՇԱ,Հարությունյան Իս.,1835,1951,2000,2171,1835,1669,1902
1014281,Հակոբյան Գագիկ Արմենի,ար,Արմավիր,Արմավիրի շ/դ,Սահակյան Ազ.,1835,1562,1489,2282,1442,1960,2341
1014282,Հակոբյան Գայանե Գոռի,իգ,Երևան,Տ. Պետրոսյան,Սահակ Մ.,1878,1872,1810,2237,1676,1895,1634
1009367,Հակոբյան Գայանե Մհերի,իգ,Կոտայք,Հրազդանի ՄՇՕՄՊՄԴ,Վարդանյան Ջ.,1755,1807,1780,2280,1752,1813,1717
1009368,Հակոբյան Գարիկ Հայկի,ար,Կոտայք,Աբովյանի շ/դ,Մարգարյան Լ.,1819,1773,1526,2164,1619,1930,1560
1009369,Հակոբյան Գարիկ Խաչիկի,ար,Երևան,Անհատական,Անհատական,2179,1755,1897,2190,1268,1783,1600
1014283,Հակոբյան Գարիկ Ռուդոլֆի,ար,Երևան,Տ. Պետրոսյան,Պողոսյան Տ.,2016,1461,1699,2245,1340,1829,1585
1009370,Հակոբյան Գեղամ Գարեգինի,ար,Երևան,Ավան,Լուսինե Կ.,1972,1711,1930,2300,1306,1857,1164
1009371,Հակոբյան Գեղամ Մանուկի,ար,Արարատ,«Անհատական»,«Անհատական»,1828,1677,1823,1988,1429,1894,1456
1009372,Հակոբյան Գևորգ Դավիթի,ար,Երևան,Տ. Պետրոսյան,Նորայր Մ.,1808,1508,1603,2284,1604,1986,1459
1009373,Հակոբյան Գոռ Արայի,ար,Երևան,Անհատական,Ղազարյան Ա.,1948,1766,1685,2199,1183,1844,1736
1009374,Հակոբյան Գոռ Գագիկի,ար,Լոռի,Վանաձորի շ/դ,Կարապետյան Ա.,1871,1996,1918,2249,1910,2076,
1009375,Հակոբյան Գոռ Համբարձումի,ար,Կոտայք,Չարենցավանի շ/դ - ՀՇԱ,Թավաքալյան Ազ.,1943,1485,1785,2181,1288,1796,
1005160,Հակոբյան Դանիել Արայի,ար,Երևան,Ակադեմիա,Ազարյան Տ.,1954,1506,1948,2150,1491,2064,1753
1009376,Հակոբյան Դավիթ Ալբերտի,ար,Երևան,Զեյթուն,Նիազյան Ս.,1903,1702,1747,2292,1246,2130,1240
1009377,Հակոբյան Դավիթ Արթուրի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,2124,1710,2001,2197,1862,1902,1600
1014284,Հակոբյան Դավիթ Արմենի,ար,Արարատ,Մասիսի շ/դ - ՀՇԱ,Բարսեղյան Ն.,2031,1539,2195,2201,1519,2341,1232
1009378,Հակոբյան Դավիթ Գոռի,ար,Երևան,Անհատական,Անհատական,1887,1702,1876,2271,1326,1634,1681
1009379,Հակոբյան Դավիթ Էդուարդի,ար,Երևան,Անհատական,Անհատական,1697,1726,1841,2088,1361,1659,1304
1009380,Հակոբյան Դավիթ Լևոնի,ար,Երևան,Մալաթիա,Թովմաս Հ.,1876,1663,1617,2275,1651,1560,1717
1009381,Հակոբյան Դավիթ Հովհաննեսի,ար,Երևան,Էրեբունի,Քարհանյան Ա.,1970,1652,2496,2159,1960,1600,1094
1009382,Հակոբյան Դավիթ Հրայրի,ար,Երևան,Դավթաշեն,Դանիելյան Տ.,1877,1754,1966,2290,1330,1585,1323
1009383,Հակոբյան Դավիթ Շավարշի,ար,Երևան,Շիրակացի,Փիլոսյան Ն.,2020,1688,1757,2260,1960,1164,1890
1009384,Հակոբյան Դավիթ Սամվելի,ար,Երևան,Անհատական,Անհատական,2009,1782,1923,2350,1740,1456,1466
1009385,Հակոբյան Դավիթ Սամվելի,ար,Արարատ,«Անհատական»,«Անհատական»,1874,1937,2381,2153,1134,1459,1427
1014285,Հակոբյան Դավիթ Սերգեյի,ար,Երևան,Տ. Պետրոսյան,Հակոբյան Ե.,1517,1693,1669,2076,1212,1736,
1009386,Հակոբյան Դավիթ Վահրամի,ար,Լոռի,Վանաձորի շ/դ,Բաբայան Է.,1981,1953,2004,2116,2056,2015,1091
1009387,Հակոբյան Դավիթ Տարիելի,ար,Գեղարքունիք,«Անհատական»,Մկրտչյան Նար.,1882,1890,1922,2250,1445,1600,1334
1009388,Հակոբյան Դեյվիդ Հայկի,ար,Գեղարքունիք,Գավառի ուս/կ,Բալագոզյան Ս.,1960,1412,2115,2077,1641,1769,1197
1009389,Հակոբյան Դերեն Լևոնի,ար,Կոտայք,«Անհատական»,«Անհատական»,1982,1612,1917,2253,1628,1256,1373
1009390,Հակոբյան Դորվարդ Վահագնի,ար,Երևան,Արաբկիր,Արմինե Ա.,1964,1879,2014,2235,1860,1600,1677
1009391,Հակոբյան Եղիշե Տիգրանի,ար,Երևան,Անհատական,Անհատական,2062,1795,1699,1815,1520,1232,1845
1009392,Հակոբյան Եվա Վարուժանի,իգ,Երևան,Նուբարաշեն,Բոյաջյան Հ.,1923,1665,1780,2166,1962,1681,1250
1009393,Հակոբյան Զոյա Արայիկի,իգ,Երևան,Անհատական,Անհատական,1874,1769,1885,2230,1262,1304,1870
1009394,Հակոբյան Էդգար Վարդանի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Քոչարյան Արտ.,2066,1529,1694,2147,1190,1777,1965
1009395,Հակոբյան Էդիկ Աշոտի,ար,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Գրիգորյան Ան.,1688,1770,1925,2177,1720,1130,1590
1009396,Հակոբյան Էդուարդ Հայկի,ար,Երևան,Զեյթուն,Նիազյան Ս.,1706,1666,2006,2190,1572,1164,1525
1009397,Հակոբյան Էդուարդ Հայկի,ար,Երևան,Անհատական,Անհատական,1960,1863,1999,1984,1980,1856,1317
1009398,Հակոբյան Էդուարդ Ռոբերտի,ար,Երևան,Կաիսա,Դանիելյան Վ.,2256,1657,1845,2210,1586,1466,1535
1014286,Հակոբյան Էլինա Արմանի,իգ,Կոտայք,Չարենցավանի շ/դ - ՀՇԱ,Թավաքալյան Ազ.,2000,1808,2031,1838,1492,1427,1400
1004999,Հակոբյան Էլինա Գագիկի,իգ,Երևան,Անհատական,Անհատական,2116,1846,1821,1804,1593,1650,
1009399,Հակոբյան Էվա Երեմի,իգ,Երևան,Անհատական,Անհատական,1967,1627,1963,2140,1281,1091,1131
1009400,Հակոբյան Էրիկ Արթուրի,ար,Երևան,Կաիսա,Դանիելյան Վ.,1583,1926,1966,1906,1225,1334,1712
1009401,Հակոբյան Էրիկ Արմենի,ար,Երևան,Անհատական,Անհատական,1696,1556,2050,1420,1666,1197,1601
1009402,Հակոբյան Էրիկ Վահանի,ար,Երևան,Աջափնյակ,Բագրատ Գ.,1998,1762,1984,1531,1652,1373,1143
1009403,Հակոբյան Թամարա Վարդանի,իգ,Շիրակ,Գյումրի - «Տ. Պետրոսյան»,Մկրտչյան Հ.,1802,1867,1832,2077,1900,1677,1532
